@relation 'krkopt_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1_clustered-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P30.0'

@attribute Instance_number numeric
@attribute -0.672whitekingfile=d-0.486whitekingrank+0.346whitekingfile=b+0.305whitekingfile=c+0.225whitekingfile=a... numeric
@attribute '-0.733whitekingfile=c+0.488whitekingfile=b+0.26 whitekingfile=a-0.188whitekingrank+0.187blackkingfile=d...' numeric
@attribute -0.491blackkingrank+0.383whitekingfile=a-0.318blackkingfile=b+0.287blackkingfile=g+0.275blackkingfile=f... numeric
@attribute 0.788blackkingfile=h-0.37blackkingfile=g-0.336blackkingfile=f-0.249whiterookfile=h+0.128whiterookfile=g... numeric
@attribute 0.658blackkingfile=g-0.644blackkingfile=f-0.264whiterookfile=g+0.259whiterookfile=f+0.071blackkingrank... numeric
@attribute 0.405whiterookfile=e+0.396blackkingfile=c-0.341blackkingfile=e-0.322whiterookfile=a-0.31whiterookfile=c... numeric
@attribute 0.593whiterookfile=e-0.378blackkingfile=e+0.271whiterookfile=a-0.269whiterookfile=h-0.266whiterookfile=g... numeric
@attribute -0.683whiterookfile=a+0.476whiterookfile=c+0.377blackkingfile=a-0.259blackkingfile=c-0.17whiterookfile=h... numeric
@attribute '-0.717whiterookfile=b+0.341whiterookfile=f+0.334whiterookfile=g+0.277whiterookfile=h+0.24 whiterookfile=e...' numeric
@attribute -0.574whiterookfile=d-0.539whiterookfile=h+0.368whiterookfile=f+0.248whiterookfile=g+0.199whiterookfile=a... numeric
@attribute -0.563whiterookfile=d+0.511whiterookfile=h-0.463whiterookfile=g+0.243whiterookfile=c+0.179blackkingfile=h... numeric
@attribute -0.649whiterookfile=f+0.543whiterookfile=g-0.275whiterookfile=d-0.265blackkingfile=f+0.229whiterookfile=c... numeric
@attribute -0.612whiterookfile=c-0.421blackkingfile=c+0.328whiterookfile=b-0.302whitekingfile=a+0.288whitekingfile=b... numeric
@attribute -0.709blackkingfile=e-0.493whiterookfile=e+0.212blackkingfile=f+0.168blackkingfile=a+0.167whiterookfile=f... numeric
@attribute '0.626blackkingfile=a-0.532blackkingfile=b+0.332whiterookfile=a-0.268whiterookfile=b+0.17 whitekingfile=a...' numeric
@attribute -0.808blackkingfile=d+0.294blackkingfile=c+0.265whitekingfile=b-0.258whiterookfile=d-0.154whitekingfile=a... numeric
@attribute 0.593blackkingfile=b+0.401whitekingfile=a+0.322blackkingfile=a-0.319blackkingfile=c-0.288whitekingrank... numeric
@attribute '0.969whiterookrank-0.141blackkingrank+0.12 blackkingfile=c-0.076whiterookfile=d-0.061whitekingfile=a...' numeric
@attribute '0.74 blackkingrank-0.395blackkingfile=c+0.225blackkingfile=f-0.209blackkingfile=b+0.194whiterookrank...' numeric
@attribute optimalwindepth {draw,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
17602,0.908073,1.190554,0.207565,2.047762,0.010065,0.123992,0.035025,0.30755,-2.088266,0.091166,0.639003,0.073848,2.072497,0.171878,-1.275207,1.232244,-0.472379,-0.679527,-0.310467,thirteen,cluster2
9951,-2.253663,0.059825,-0.899162,0.204259,0.719838,-0.883357,-0.640416,-0.044708,1.37211,0.911373,-0.042433,-2.000327,-0.295694,-0.179102,-1.865955,-0.210927,1.67041,-0.019406,-0.865694,ten,cluster0
19829,-0.784931,0.487966,-0.443344,-0.459913,-0.903591,0.316887,-0.508612,0.106001,0.841956,1.132959,-0.041398,-2.717597,-0.52134,1.096133,-0.469993,0.551513,-0.074779,0.369714,2.331013,thirteen,cluster3
9198,0.33542,-1.700547,1.809013,-1.116199,1.687716,-0.908072,0.868751,0.358521,-0.230237,-1.494922,-2.043414,-0.143915,0.464771,0.541039,-0.201718,-0.884673,-0.552279,0.97634,-0.534253,ten,cluster3
2456,-1.271725,-0.282418,-0.454805,-0.070747,-0.072261,-1.53838,-0.829349,0.113341,-0.486135,-1.833834,-1.761086,-0.854317,0.127318,-2.146496,0.575288,-0.79134,-1.228526,0.516444,1.840398,draw,cluster1
6109,-1.701557,0.120765,1.133788,-0.95278,-1.806327,-0.42891,0.678128,0.228697,-0.314467,-1.544602,-1.750865,-1.600082,0.140039,0.440953,-0.004315,-0.59141,-0.640736,-0.121324,0.499891,eight,cluster3
10762,0.948064,1.339242,-0.053886,2.355369,0.770168,-0.887375,-0.082847,0.284018,1.196996,0.712273,0.635964,-1.814193,1.027708,0.90637,-0.652388,1.135215,-0.744166,-1.300929,-0.369602,eleven,cluster3
15419,-0.98145,-0.126556,-1.85907,0.3085,-0.794856,0.648412,-1.014716,1.016642,0.841996,0.730231,-1.375738,1.619398,0.804447,0.866426,1.996935,0.715026,1.12038,-1.239414,0.755493,twelve,cluster0
14684,0.525704,-2.20933,-1.142946,0.249553,-0.843494,0.237632,-0.708239,1.134713,0.832494,0.782481,-1.184814,1.760372,0.904341,1.163172,1.600622,0.389005,0.867354,1.029783,0.304771,twelve,cluster0
18757,1.267245,-1.933827,-0.088049,-0.106392,-0.089497,-1.461183,-0.587182,0.124229,-0.202316,-1.568952,-1.537124,-0.758893,0.073833,-1.915669,0.316095,-0.895447,-1.049617,-1.44795,0.589846,thirteen,cluster1
2631,-1.814089,0.130565,0.031436,1.493502,0.124748,0.302314,-0.588054,-0.629367,0.708822,-2.246017,1.92044,0.499482,0.766067,0.525874,-0.340908,0.348043,-0.548173,0.913653,1.55312,draw,cluster3
20295,-1.118723,1.133489,-1.317375,0.009963,0.016286,-0.30053,-0.06272,1.327443,-0.733056,0.502019,1.160448,0.893726,-1.837335,0.757744,0.009627,-2.548011,-1.250148,-0.882094,0.519736,thirteen,cluster1
20090,-1.313045,0.358589,0.28714,-1.005392,1.77291,-0.950939,1.032659,-2.109862,-0.7488,0.595892,-0.269662,0.690953,-0.172264,0.574246,0.857551,0.235557,0.287584,1.261993,1.464513,thirteen,cluster2
10831,0.99979,-1.610413,-0.431656,-0.380857,-0.222923,-0.829686,0.09203,2.762481,-0.587532,0.206379,0.968816,0.786698,-1.179713,0.997889,1.899706,0.34928,1.094824,-0.254706,-1.184064,eleven,cluster2
9325,-1.274786,0.645886,-1.737348,-0.108341,-0.047534,-1.186442,0.214495,1.135255,-0.320868,-0.273581,0.500145,0.613883,-2.433324,-0.223639,-1.748381,-0.033729,1.920259,-0.882341,-0.049903,ten,cluster0
18622,1.116184,-1.937478,0.206942,-0.148093,-0.10685,-0.235585,-1.667482,0.135802,-2.123002,0.684352,0.304138,0.020846,0.907287,-2.215227,-0.667584,0.076683,-0.547544,0.027706,0.455589,thirteen,cluster1
3661,-1.264228,0.585141,1.265409,2.263738,-0.885261,-0.206329,-0.72646,-0.021109,1.006536,0.308104,-0.959493,1.683305,0.715452,0.400986,0.02532,0.200615,0.129302,0.942592,-0.61018,five,cluster3
4186,-1.169043,0.43087,1.51959,-1.095458,-1.8883,-0.386968,0.598284,0.294645,-0.23112,-1.434581,-1.745639,-1.64567,0.15981,0.339885,0.198379,-0.601119,-0.208038,-0.807711,-0.467764,six,cluster3
3239,-0.838491,-0.015666,-0.364763,-0.375858,-0.205182,-0.342005,0.068215,1.585098,-0.434744,-1.623907,-1.680902,-0.896514,0.980141,0.32409,2.673754,-0.409184,1.334046,-0.779181,-1.155317,four,cluster0
6365,-1.959546,0.553668,0.385025,-0.192209,-0.116601,-0.540084,0.203788,0.353996,-0.513552,-1.186168,-1.240618,-0.648897,0.66521,0.2598,0.468457,-3.796209,-1.378585,1.500164,-0.99405,eight,cluster1
703,0.961833,1.381823,0.19427,2.314865,-0.852661,-0.66537,-0.112109,0.050743,1.043322,0.2877,-0.893696,1.740874,1.385663,0.770143,-0.555859,1.049198,-0.583301,0.433283,-0.38812,draw,cluster3
19834,-0.97108,-0.017905,-1.208916,0.167896,-0.88376,0.523985,-1.06159,1.084312,0.940773,0.841811,-1.338771,1.596947,0.937626,0.75188,2.136505,0.6354,1.267091,-1.476147,-0.316732,thirteen,cluster0
3174,0.013918,-2.233075,0.188745,0.049599,-0.97809,-0.050589,-0.74589,1.194308,1.139186,1.047641,-1.054851,1.74966,1.252341,0.935003,1.754614,0.233603,0.743736,-0.330496,-1.870131,three,cluster0
15630,-1.3434,0.691183,0.499179,2.026502,-0.024287,-1.065445,0.235527,1.400473,-0.59815,-0.525168,1.145602,0.794421,-1.604025,0.515791,-0.118657,0.326923,-0.361517,0.031354,0.514039,twelve,cluster2
24508,-0.600728,1.298389,-1.800071,0.057989,0.054904,-0.084132,-0.079315,1.297673,-0.768749,0.47103,1.120044,0.878429,-1.993873,0.807026,0.024678,-2.446829,-1.021279,-1.394375,0.953387,fourteen,cluster4
18293,1.043704,-2.078959,-1.834234,0.32829,-0.785497,0.452742,-0.712961,1.109841,0.700559,0.675481,-1.255844,1.750776,0.697096,1.262527,1.576899,0.493116,1.088393,1.304102,1.237474,thirteen,cluster0
4343,-2.267543,0.149006,-0.374216,-0.142178,-0.048913,0.497755,1.897799,0.261982,1.147734,0.242871,0.103691,-0.046955,-0.07657,-2.235329,-1.439869,-0.371454,1.690594,-0.274104,-1.610646,six,cluster0
2179,-1.296716,0.464221,0.888347,-0.659866,-1.038187,0.028666,-0.546262,0.165596,1.148648,1.398119,0.088564,-2.728309,-0.17334,0.867964,-0.316001,0.396112,-0.198396,-0.990565,0.156111,draw,cluster3
17086,1.423472,1.871078,0.25053,1.834753,-0.137032,-1.582602,0.737284,1.594368,-0.437492,-0.376691,1.233948,0.790721,-0.827782,0.712272,-0.400995,1.103268,-0.527186,-1.039087,-0.889715,thirteen,cluster2
22549,0.944428,1.375299,0.512628,-1.833672,-1.872036,0.119017,0.00589,-0.41927,1.052936,-1.244507,1.594777,-0.388914,1.195359,0.888487,-0.689694,1.151313,-0.726135,-1.379067,-0.674139,fourteen,cluster3
12482,-1.88008,0.448113,0.520809,2.127144,0.031233,-1.053494,0.296125,1.291781,-0.413033,-0.436589,1.223594,0.830751,-1.514806,0.502447,-0.253105,0.35911,-0.827846,-1.704687,0.313616,eleven,cluster2
578,1.321165,1.896439,-0.356072,-0.316546,-0.178423,-0.789526,0.693451,0.485175,-0.312608,-1.0221,-1.170711,-0.665751,1.292492,0.491296,0.19187,-2.890345,-1.364674,-0.931787,-2.134126,draw,cluster1
12524,-1.859317,0.527295,0.986751,1.968784,-0.069057,-1.307502,0.249872,1.446716,-0.600447,-0.517469,1.175023,0.808647,-1.451275,0.473642,-0.129058,0.211572,-0.565741,0.96825,0.165375,eleven,cluster2
13581,0.921308,1.262908,-0.138719,-1.085176,1.722758,-1.50875,1.602386,-1.986813,-0.575248,0.710359,-0.155915,0.727142,0.634914,0.821723,0.411292,1.018682,-0.302953,0.091338,0.529361,twelve,cluster2
7852,-2.021588,-0.492911,-1.112022,0.262549,-0.840405,0.265645,-0.965151,1.048134,0.893119,0.76278,-1.303593,1.657831,1.074392,0.803665,1.91876,0.543926,0.605524,-0.277478,0.217272,nine,cluster0
10737,1.085465,1.332212,0.929255,-1.274377,1.599138,-1.336057,1.095371,0.539807,-0.368828,-1.612886,-2.210772,-0.266175,1.181091,0.520172,-0.161739,0.065696,-0.61087,1.420639,-0.582885,eleven,cluster3
25102,-0.759438,0.676654,0.361477,1.318039,0.030327,0.511913,-0.712742,-0.570041,0.872981,-2.061545,1.924551,0.425059,0.723139,0.388213,-0.036317,0.405323,0.178342,-1.008988,0.190983,fourteen,cluster3
2983,0.533985,-2.032633,-0.080483,0.057219,-0.965005,0.141439,-0.77661,1.176112,1.161745,1.069372,-1.075611,1.727593,1.142722,0.941348,1.813088,0.317689,1.005078,-1.204764,-1.850546,two,cluster0
21797,1.454222,1.594165,0.3254,-1.065511,-1.836011,0.913127,2.543454,0.669303,0.73795,0.597343,0.211511,-0.754768,0.622988,-0.798629,-0.331995,1.037813,-0.399842,0.406083,-0.081371,fourteen,cluster3
25635,1.451714,1.15404,1.819911,2.482329,0.267164,1.970976,-1.252024,-0.06277,-2.331693,-0.240332,0.314679,-0.025957,-0.04694,-0.183648,-0.303641,-0.030008,1.993705,0.604986,1.488675,fifteen,cluster4
23337,1.230088,-1.579425,-1.666673,0.769715,-0.486062,1.875521,-1.035538,-1.138849,0.716362,0.397559,-1.905128,1.384889,-1.536964,0.67888,-0.176691,1.131298,-1.226851,-1.100781,-0.845929,fourteen,cluster4
25414,-1.302937,0.392124,0.456536,-0.569362,-0.980968,0.103065,-0.515763,0.125974,1.070133,1.315969,0.060258,-2.713699,-0.263389,0.946706,-0.407498,0.444474,-0.287989,-0.691206,0.899257,fourteen,cluster3
4454,-2.377323,0.431454,1.886631,1.859334,-0.146434,-1.521323,0.24272,1.466689,-0.37227,-0.334459,1.27668,0.812544,-1.193324,0.324215,-0.066562,0.104533,-0.778952,-0.09267,-1.266381,six,cluster2
8128,-1.76898,-0.230017,1.3282,-0.399981,-0.288688,-2.003633,-0.906502,0.278451,-0.252887,-1.579684,-1.646747,-0.883922,0.550213,-2.424872,0.839377,-1.051775,-1.163973,0.555261,-0.737704,nine,cluster1
11540,0.2001,-1.57498,1.717343,-1.056124,1.75062,0.811699,2.255668,0.585582,0.811185,0.599406,-0.096034,0.723607,0.33938,-0.965708,-0.276062,-0.090473,-0.44852,1.812629,-0.400371,eleven,cluster3
10574,1.463979,1.655184,0.553729,-1.177602,1.693586,0.652717,2.45832,0.699252,0.809123,0.573043,-0.251204,0.582492,0.957446,-1.001632,-0.191559,0.986486,-0.319701,0.108818,-0.684378,eleven,cluster3
5984,-1.863011,0.146582,1.612991,-0.976725,-1.812294,0.926268,-0.402793,0.153005,-1.948962,0.901162,0.175936,-0.82069,1.04314,0.055653,-0.972471,0.448631,-0.254057,-1.555337,-0.55835,eight,cluster2
14771,0.717586,-1.808603,-1.561331,-0.359278,0.296913,1.93004,-1.008885,-1.47998,0.312284,-2.119722,0.960881,0.1476,-1.250297,0.631747,-0.226578,1.006129,-1.413747,1.793726,-0.147189,twelve,cluster1
26191,1.842882,1.462663,-1.030282,-0.347522,-0.242093,-2.33513,-0.652007,1.488538,-0.580197,0.058379,0.759447,0.664259,-1.28508,-1.616035,0.029964,0.950289,-1.167573,-0.47501,0.540406,fifteen,cluster4
17675,1.05914,1.159675,-0.296017,2.120175,0.046798,-1.102894,1.127199,0.300875,-0.263822,-2.238147,-1.232886,-0.700192,1.188337,0.521508,-0.330302,0.263044,-0.982281,-1.368583,0.322842,thirteen,cluster3
14585,0.727057,-1.392759,1.135223,2.068101,0.035396,0.831507,2.173272,0.572433,0.715882,-0.072725,0.807881,0.227598,0.379222,-1.044171,-0.156656,-0.047444,-0.132958,1.796558,-0.111488,twelve,cluster3
26736,1.065327,1.231601,0.467954,-1.083106,-1.880313,-0.948643,1.203631,0.43239,-0.346294,-1.548146,-1.723772,-1.592383,0.814868,0.737578,-0.364199,0.190792,-0.822063,0.381435,0.094242,fifteen,cluster3
17751,0.936228,1.429264,0.808096,-1.113536,-1.874628,0.696729,2.560049,0.699073,0.773643,0.628333,0.251915,-0.739472,0.779526,-0.847912,-0.347046,0.93663,-0.628711,0.918364,-0.515022,thirteen,cluster3
6103,-1.712973,-0.168847,-1.167648,0.362248,0.265272,0.944286,-0.087301,-0.757642,-0.757858,-2.244461,-2.393229,-1.167667,-1.351747,0.006919,0.485302,0.223008,-1.805134,-0.175462,-0.634385,eight,cluster1
8667,0.951457,1.307702,-0.247293,2.424757,-0.783136,-0.539654,-0.077109,-0.021826,1.040786,0.25213,-0.900037,1.757626,1.303191,0.834617,-0.656656,1.125896,-0.722183,-0.116585,0.185053,ten,cluster3
15331,-0.798816,0.611676,0.290194,-0.837061,-1.691721,1.699287,2.01773,0.407792,0.713822,0.540467,0.135353,-0.769923,-0.251509,-1.010167,-0.005134,0.388057,-0.046765,-0.671585,1.087008,twelve,cluster3
9419,-1.306177,0.478486,0.808616,1.988366,-0.032917,-1.118007,0.933489,-2.124411,-0.481694,0.206071,0.777518,0.194214,0.180024,0.28915,1.073576,0.182786,0.373121,-1.026211,-0.262398,ten,cluster2
26923,1.179965,-1.252034,-1.113091,0.212497,0.172491,0.664915,-0.176301,0.483966,-0.842729,-0.305713,0.229973,0.446821,-3.605236,0.593128,-0.022927,1.041681,-1.32567,-0.787028,-1.526216,fifteen,cluster4
12405,-1.884797,-0.25168,-1.338599,0.478907,0.34821,2.423892,-1.121347,-0.901005,-2.49113,0.089724,-0.503396,-0.365825,-0.581824,-0.263835,-0.622424,1.342676,-1.565166,-1.372742,-0.6204,eleven,cluster1
27942,1.490152,1.305268,1.921258,-1.378087,-1.601711,1.939055,-1.271537,-0.768217,0.675277,-1.675307,1.228845,-0.48409,-0.978574,0.590166,0.247749,-0.122179,1.756764,1.11666,1.709042,sixteen,cluster4
4897,-1.891088,-0.422625,0.144438,-0.332935,-0.194433,-0.572109,0.143158,1.522649,-0.251925,-1.527628,-1.573489,-0.845959,1.222108,0.268597,2.528905,-0.492347,0.663493,-1.578327,-1.704404,seven,cluster0
16329,-1.70364,0.154283,1.337504,-0.973798,-1.819553,-0.401963,0.668505,0.207325,-0.180235,-1.445302,-1.709256,-1.604711,0.194534,0.383747,0.029808,-0.580171,-0.657551,-1.332538,-0.084148,twelve,cluster3
20506,-1.055385,0.914795,-1.221362,0.358821,0.823054,0.359663,-0.969447,0.13246,0.87081,1.631134,0.534742,-1.759988,0.026561,0.872176,-0.025121,-2.568277,-0.960496,-0.556481,0.327153,thirteen,cluster1
18520,1.138381,-1.847803,-0.238767,-0.204831,-0.147999,-2.064916,-0.165921,-2.14194,-0.669594,0.662402,0.453538,0.193429,-0.333918,-1.693129,1.123271,-0.195033,-0.291425,1.294782,1.15065,thirteen,cluster1
12972,-2.383678,-0.17055,1.043211,-0.894408,1.831881,0.595682,-0.386586,0.143277,-2.191611,0.591531,-0.36424,0.572485,1.252625,0.060995,-1.107625,0.398702,-0.597628,0.8316,0.88939,eleven,cluster2
3165,0.326682,-1.872457,0.351463,0.099199,0.095902,0.578024,0.115585,-0.583421,-0.491528,-1.930169,-2.135826,-1.083679,-1.130668,0.102453,0.369229,-0.118579,-1.609805,-0.165852,-3.050868,three,cluster1
12847,-1.825557,-0.055629,-1.312063,-0.396381,0.268316,1.908025,-1.282172,-1.538511,0.393171,-2.109993,0.850764,0.037219,-1.037116,0.236436,0.139634,1.129785,-1.618457,0.549091,-0.563768,eleven,cluster1
4239,-1.27046,0.582105,1.250781,2.292819,-0.866801,-0.129353,-0.719708,-0.070529,1.120506,0.377974,-0.926546,1.686517,0.726817,0.379584,0.011369,0.243119,0.055368,-0.33125,-0.865139,six,cluster3
20724,-0.866331,0.099289,-0.456141,-0.873487,-0.088738,-0.354379,-2.076436,-0.711994,0.917928,-1.502325,1.534383,0.318174,0.437532,-2.017913,0.36099,0.207833,-0.789493,-1.631085,0.847508,thirteen,cluster3
13384,1.144374,1.122477,-2.493538,-0.092218,-0.025674,-1.429158,1.088161,0.167445,-0.290459,-2.172881,-1.966202,-0.889294,0.328731,-0.16085,-1.922825,-0.210953,1.496652,1.114632,0.438791,twelve,cluster0
6310,-2.11684,0.54698,0.665388,-0.204829,-0.115495,0.762489,-0.869759,0.316149,-2.320269,1.137006,0.633591,0.134054,1.510028,-0.06116,-0.529172,-2.781575,-0.950446,1.701979,-1.383265,eight,cluster1
16340,-1.691794,0.147255,1.153525,-1.034159,1.742649,-0.690608,0.604867,0.263545,-0.339537,-1.644912,-2.244206,-0.257124,0.42379,0.288021,0.097348,-0.639808,-0.568424,0.368011,0.395938,twelve,cluster3
2861,0.545139,-2.028536,-0.061538,-0.049313,0.564607,-0.387179,-0.786228,1.602167,0.955784,1.290474,0.352887,-1.84602,0.790014,1.11311,1.811134,0.230761,1.147779,1.369789,-1.311244,one,cluster0
19206,1.1609,-1.852102,-0.426429,-0.86339,-0.085533,-0.575708,-1.776931,-0.602321,0.738501,-1.580365,1.643295,0.448481,0.326392,-1.614678,-0.054396,-0.028245,-0.796835,1.337045,1.414475,thirteen,cluster3
11938,-1.077333,0.853757,-1.415371,0.013863,0.034108,-0.406985,0.654487,-2.154696,-0.885064,1.034658,0.709146,0.302776,-0.162277,0.645514,1.133614,-2.714627,-0.481879,0.482769,0.911377,eleven,cluster1
22076,1.481147,1.58401,-0.049755,1.209174,-0.038284,-0.122873,-0.149767,-0.397572,0.932564,-2.016949,2.00535,0.458036,1.518952,0.657092,-0.468625,1.145944,-0.338262,-0.905802,-0.489209,fourteen,cluster3
19598,-0.668258,0.401923,-0.258305,-0.818523,1.895563,-0.106437,0.608927,0.114962,-0.375467,-1.719171,-2.320372,-0.269894,0.032031,0.443927,0.022003,-0.346577,-0.274213,-1.631033,1.751425,thirteen,cluster3
14717,0.716583,-1.593953,-0.038495,1.558056,0.170884,0.479568,-0.313138,-0.674575,0.952115,-2.039995,2.127078,0.610588,0.626323,0.82831,-0.696248,0.306466,-0.483501,-1.175996,0.960727,twelve,cluster3
22125,1.040077,1.377862,-1.784083,-1.01247,-0.124762,-0.562901,-0.163207,-0.567126,1.093579,-1.827533,1.356367,0.288512,0.831037,-0.103085,-2.094799,0.627437,1.813224,0.391239,-1.146857,fourteen,cluster0
23765,1.122416,-1.934441,0.221569,-0.177174,-0.12531,-0.31256,-1.674234,0.185222,-2.236971,0.614481,0.271191,0.017635,0.895922,-2.193825,-0.653633,0.034178,-0.47361,1.301548,0.710548,fourteen,cluster4
12826,-1.585268,0.643954,-1.358183,-0.603848,0.114255,1.018488,-0.91455,-0.679248,0.69042,-1.113389,1.974574,0.585247,0.626594,0.681951,-0.125777,-2.561085,-1.371855,-0.723768,0.730685,eleven,cluster1
10652,1.287444,0.934836,-1.342471,-1.172234,-0.225838,0.01003,-0.537682,0.970022,0.621373,-1.573573,1.59362,0.353818,1.992959,0.915496,1.813582,1.25824,0.963816,1.197146,-0.851774,eleven,cluster0
21029,1.42831,1.65937,2.628975,-0.794544,-1.726912,0.533219,-0.403732,1.180978,-0.426316,0.163552,0.54066,-0.160663,-3.216317,0.530935,0.383625,-0.142376,1.534209,-1.439053,0.140459,fourteen,cluster4
16309,-1.271743,-0.178829,0.17097,-0.162883,-0.1304,-1.534516,-0.86497,0.098645,-0.197408,-1.605803,-1.669207,-0.871415,0.279438,-2.296712,0.691607,-0.800126,-1.205038,-1.843357,0.34324,twelve,cluster1
20487,-1.746045,0.150605,-1.82342,0.362176,0.82798,-0.541243,-0.622011,-0.147047,1.333882,0.844813,-0.089178,-1.998872,-0.534704,-0.065345,-1.951701,-0.033047,1.760397,-1.081555,0.14113,thirteen,cluster0
10550,1.610338,1.54795,0.550851,1.82883,-0.129312,-1.289302,1.003352,0.505285,-0.329899,-2.185717,-1.265248,-0.766813,1.275428,0.384502,-0.00821,0.119965,-0.312123,0.193353,-0.87804,eleven,cluster3
23407,1.480764,-0.87478,-1.688414,0.51378,-0.670888,0.857692,-0.679169,-0.197219,0.823662,1.277713,-0.83623,1.927565,0.107804,1.160064,-0.418852,-2.630412,-0.857025,-0.250572,0.873455,fourteen,cluster4
25195,-1.200502,0.435976,-1.581443,-0.872893,-0.03677,0.070596,-0.714308,-0.734696,0.937754,-1.948139,1.244941,0.261234,-0.015483,-0.321892,-1.701264,-0.110255,2.321998,1.074653,0.032388,fourteen,cluster0
17272,1.45219,1.524264,-0.42882,2.118382,0.078795,0.707559,2.46252,0.570735,0.744442,-0.139239,0.680432,0.135282,0.988881,-1.00043,-0.288798,1.081728,-0.510771,-0.494708,0.317201,thirteen,cluster3
14036,1.227797,-1.352817,0.106673,-0.829163,1.910606,1.343264,2.267101,0.474845,0.603032,0.402557,-0.224791,0.714394,-0.110662,-0.745462,-0.38088,0.17735,-0.112849,1.449412,1.624142,twelve,cluster3
12887,-1.826582,0.089791,0.12575,-1.530399,-1.688846,0.683627,-0.455745,-0.631415,0.679532,-1.574435,1.436516,-0.365976,0.274572,0.827954,-0.532976,0.41209,-0.633244,1.201949,2.0568,eleven,cluster3
21081,1.612058,1.119739,1.064547,0.414362,0.289036,2.099657,-0.935843,-0.838349,-0.721588,-2.286472,-2.583577,-1.301463,-2.518633,-0.302477,1.362174,-0.37379,0.699111,-0.135497,-1.640302,fourteen,cluster4
8275,-2.327858,0.12532,1.660567,-0.729134,0.904863,-0.215473,-0.571592,-0.111753,1.190713,0.992805,-1.816042,2.221343,0.714122,0.516177,-0.267308,0.192702,-0.660418,0.009221,-0.600434,nine,cluster3
23497,1.236604,-1.324622,0.441622,-1.608524,-1.724683,0.902822,-0.260672,-0.610676,1.006173,-1.258392,1.648381,-0.300458,0.154599,1.029322,-0.685622,0.360805,-0.135874,-1.574087,0.496753,fourteen,cluster3
17390,1.261985,0.746318,-2.479453,0.162591,0.710137,-0.413646,-0.440484,1.554172,0.751335,1.013079,0.146862,-1.911256,1.211999,1.328604,1.505299,1.42832,0.640069,0.52647,0.77371,thirteen,cluster0
19692,-0.782838,0.744791,0.950334,-1.039657,1.780657,1.364478,1.902097,0.477363,0.863509,0.598317,-0.299056,0.552726,0.172998,-1.291913,0.226799,0.288369,0.122968,-1.26821,-0.259144,thirteen,cluster3
24226,-0.804819,0.531529,-0.006701,-0.9067,-1.756828,-0.471555,1.077451,-2.179379,-0.663181,0.741224,0.213902,-0.673001,-0.561846,0.726389,0.809712,0.382209,0.451971,-0.526224,1.503065,fourteen,cluster2
16152,-1.441477,-0.329709,-0.412289,0.005506,-0.014856,-0.083144,-1.87752,-0.018447,-2.161155,0.55307,0.148391,-0.059244,0.944159,-2.460188,-0.489015,0.311231,-0.956084,-1.042823,1.440316,twelve,cluster1
6490,-2.326473,0.137457,1.868366,-0.784998,-1.133881,-0.481105,-0.519824,0.274556,1.106064,1.390228,0.136424,-2.700928,0.12837,0.7908,-0.332152,0.151243,-0.5822,1.307839,-0.456231,eight,cluster3
14864,0.159447,-1.819935,1.419719,-0.94944,1.802339,0.621563,-0.14892,0.187111,-1.983772,0.809833,-0.162243,0.665768,1.191564,0.30609,-1.357518,0.266259,-0.36943,-0.283567,-0.191189,twelve,cluster2
3320,-1.716995,0.371955,-0.503608,0.042193,0.625558,-0.892733,-0.724761,0.054186,1.379478,0.974813,-0.059172,-2.048056,-0.283499,-0.265902,-1.65396,-0.248972,2.152397,0.143435,-1.663376,four,cluster0
5284,1.255645,-1.161788,1.229006,1.84609,-0.117838,-1.323052,1.150899,-1.932317,-0.615763,0.214762,0.880674,0.277862,0.084868,0.59845,0.865535,-0.07717,0.823121,1.680146,-0.5781,eight,cluster2
13995,1.224289,-1.30704,0.186586,2.274487,0.174304,1.301913,2.20293,0.387727,0.867603,-0.022834,0.816048,0.234406,0.159154,-0.966084,-0.265653,0.201276,-0.166194,-1.388661,0.470403,twelve,cluster3
26568,1.716969,1.995102,-2.075725,0.288189,-0.81039,0.161993,-0.440456,0.046783,0.644784,1.144158,-0.985148,1.81846,0.973085,1.104182,-0.384623,-1.809562,-1.095195,1.555236,0.561146,fifteen,cluster4
10987,1.248544,-1.3221,0.103203,2.511031,0.873529,-0.204915,-0.370285,0.153606,1.094515,0.681238,0.676264,-1.735718,0.022502,1.025669,-0.590942,0.285106,-0.047497,-0.584094,0.642183,eleven,cluster3
19488,-0.356319,0.310104,-0.508453,-0.26547,-0.175039,-1.805511,-0.509649,-2.170969,-0.695546,0.622432,0.257972,0.034633,-0.355128,-2.047215,1.625032,0.040123,0.125129,0.000066,1.113186,thirteen,cluster1
14178,0.492047,-2.208348,-0.95446,-0.15673,-0.073902,-0.772815,0.907086,-0.917393,-0.518969,0.815318,0.600147,0.2499,0.50588,0.929656,2.783798,0.305718,1.233238,-1.600366,-0.504659,twelve,cluster0
